id,text,transcript,filename,tts_distance
1708,if you want something you gotta go get it,if you want something you gotta go get it,audio_generated/tts2024-03-13--08-38-57/if you want something you gotta go get it.wav,0
1709,the elevators are still running,the elevators are still running,audio_generated/tts2024-03-13--08-38-57/the elevators are still running.wav,0
1710,wrapped in a scarf and blinded by the blizzard the boy scrambled for the subway,right in a scarf and blinded by the blizzard the boy scrambled for the seborr,audio_generated/tts2024-03-13--08-38-57/wrapped in a scarf and blinded by the blizzard the boy scrambled for the subway.wav,10
1711,im getting trevor ready,in getting trevor reading,audio_generated/tts2024-03-13--08-38-57/im getting trevor ready.wav,4
1712,i burned the omelette,i burn the online,audio_generated/tts2024-03-13--08-38-57/i burned the omelette.wav,7
1713,id know that voice anywhere,i didnt know that voice anyway,audio_generated/tts2024-03-13--08-38-57/id know that voice anywhere.wav,9
1714,everyone has his or her own way of learning things he said to himself,everyone has his or her own way of learning things he said to himself,audio_generated/tts2024-03-13--08-38-57/everyone has his or her own way of learning things he said to himself.wav,0
1715,i couldnt stop staring at it,i can stop staring at it,audio_generated/tts2024-03-13--08-38-57/i couldnt stop staring at it.wav,5
1716,as they sat down at the only table in the place the crystal merchant laughed,as they set down at the only table in the place the crystal merchant lasts,audio_generated/tts2024-03-13--08-38-57/as they sat down at the only table in the place the crystal merchant laughed.wav,6
1717,the ingenious physicist rubbed his nose and scratched his chin,the ingenious physicists robbed his nose and scratched his chest,audio_generated/tts2024-03-13--08-38-57/the ingenious physicist rubbed his nose and scratched his chin.wav,5
1718,and the murmur lasted longer than a simple vow would have,and the murmur lasted longer than a simple thou would hailed,audio_generated/tts2024-03-13--08-38-57/and the murmur lasted longer than a simple vow would have.wav,6
1719,because for him you are a green field from which he always returns with game,because for him you are a green field from which he always returns with k,audio_generated/tts2024-03-13--08-38-57/because for him you are a green field from which he always returns with game.wav,4
1720,i learned the alchemists secrets in my travels,i learn the alchemist secrets in my travelis,audio_generated/tts2024-03-13--08-38-57/i learned the alchemists secrets in my travels.wav,4
1721,i guess i was homesick,i guess i was houseups,audio_generated/tts2024-03-13--08-38-57/i guess i was homesick.wav,6
1722,they all complain theyre practically working for the government,they all complain theyre practically working for the government,audio_generated/tts2024-03-13--08-38-57/they all complain theyre practically working for the government.wav,0
1723,what are they doing the old man asked pointing at the people in the plaza,what are they doing the old man asked pointing at the people in the pluses,audio_generated/tts2024-03-13--08-38-57/what are they doing the old man asked pointing at the people in the plaza.wav,4
1724,that it was unable to deal with this boy who spoke the language of the world,that it was unable to deal with this boy who spoke the language of the world,audio_generated/tts2024-03-13--08-38-57/that it was unable to deal with this boy who spoke the language of the world.wav,0
1725,im looking for a treasure said the boy and he immediately regretted having said it,in looking for treasure set the boy and he immediately regretted having said it,audio_generated/tts2024-03-13--08-38-57/im looking for a treasure said the boy and he immediately regretted having said it.wav,6
1726,i dont blame him,i dont blame him,audio_generated/tts2024-03-13--08-38-57/i dont blame him.wav,0
1727,well then help me do that the boy said,well then help me do that the boy said,audio_generated/tts2024-03-13--08-38-57/well then help me do that the boy said.wav,0
1728,about an hour ago,about an hour,audio_generated/tts2024-03-13--08-38-57/about an hour ago.wav,4
1729,thats where youre mistaken,thats where im mistaken,audio_generated/tts2024-03-13--08-38-57/thats where youre mistaken.wav,5
1730,it was the first time either had touched the other,it was the first time either had touched the eller,audio_generated/tts2024-03-13--08-38-57/it was the first time either had touched the other.wav,3
1731,it wasnt much anyway,it was an h&e,audio_generated/tts2024-03-13--08-38-57/it wasnt much anyway.wav,11
1732,unlike voicecode which is a complete solution dragonfly is just an improved python api to dragon,unlike wusco which is a complete solution dragonfly is just an improved python appie to dragon,audio_generated/tts2024-03-13--08-38-57/unlike voicecode which is a complete solution dragonfly is just an improved python api to dragon.wav,9
1733,someplace you could have put it,someplace you could have put it,audio_generated/tts2024-03-13--08-38-57/someplace you could have put it.wav,0
1734,dont mind the colonel,not mind the current,audio_generated/tts2024-03-13--08-38-57/dont mind the colonel.wav,8
1735,but it sounds like it wont be fixed until the consumer version which doesnt have a release date yet,but it sounds like it wont be fixed until the consumer version which doesnt have a really state eat,audio_generated/tts2024-03-13--08-38-57/but it sounds like it wont be fixed until the consumer version which doesnt have a release date yet.wav,9
1736,the londoners regretted visiting this awful place,the longdunners regretted visiting this awful place,audio_generated/tts2024-03-13--08-38-57/the londoners regretted visiting this awful place.wav,3
1737,we are obliged at least once in our lives to visit the holy city of mecca,we are obliged at least once in our lives to visit the holy city of manny,audio_generated/tts2024-03-13--08-38-57/we are obliged at least once in our lives to visit the holy city of mecca.wav,4
1738,the boy wanted to believe that his friend had simply become separated from him by accident,the boy wanted to believe that his friend had simply become separate from him by accident,audio_generated/tts2024-03-13--08-38-57/the boy wanted to believe that his friend had simply become separated from him by accident.wav,1
1739,he stood silent and motionless regarding me,eastead silent and motionless regarding being,audio_generated/tts2024-03-13--08-38-57/he stood silent and motionless regarding me.wav,8
1740,im beginning to realize that,in beginning to realize then,audio_generated/tts2024-03-13--08-38-57/im beginning to realize that.wav,3
1741,it was just that he couldnt grasp what it meant,it was just that he could degrace what it meant,audio_generated/tts2024-03-13--08-38-57/it was just that he couldnt grasp what it meant.wav,5
1742,vicky wanted to not make a spectacle of herself,he wanted to not make a spectacle of herself,audio_generated/tts2024-03-13--08-38-57/vicky wanted to not make a spectacle of herself.wav,5
1743,but i felt miserable watching him wither away like a shriveled dandelion,but i felt miserable watching him with her way like a shruggled down the line,audio_generated/tts2024-03-13--08-38-57/but i felt miserable watching him wither away like a shriveled dandelion.wav,14
1744,you already know all you need to know,you already know all you need to know,audio_generated/tts2024-03-13--08-38-57/you already know all you need to know.wav,0
1745,you can hear out of it,you can hear out of it and,audio_generated/tts2024-03-13--08-38-57/you can hear out of it.wav,4
1746,she and the judge are like corned beef and cabbage,she and the judge are like corn beef and cambered,audio_generated/tts2024-03-13--08-38-57/she and the judge are like corned beef and cabbage.wav,6
1747,weve done it said the englishman who had also awakened early,weve done it said the englishman who had also worked again right,audio_generated/tts2024-03-13--08-38-57/weve done it said the englishman who had also awakened early.wav,14
